pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
Kepler-32 f,0.74295884,0.012900,1.880,,,259.42,1024,2014-11-18,2014-12-04,2014-11-18
Kepler-320 b,8.37160502,0.083000,1.050,,,237.52,1001,2014-11-18,2014-12-04,2014-11-18
Kepler-320 c,17.93465630,0.137900,1.410,,,86.04,777,2014-11-18,2014-12-04,2014-11-18
Kepler-321 b,4.91538707,0.057700,1.780,,,366.09,1116,2014-11-18,2014-12-04,2014-11-18
Kepler-321 c,13.09390510,0.110900,2.240,,,99.10,805,2014-11-18,2014-12-04,2014-11-18
Kepler-322 b,1.65389346,0.024700,0.960,,,915.40,1403,2014-11-18,2014-12-04,2014-11-18
Kepler-322 c,4.33722404,0.047100,1.590,,,251.75,1016,2014-11-18,2014-12-04,2014-11-18
Kepler-323 b,1.67832545,0.028800,1.700,,,3180.75,1915,2014-11-18,2014-12-04,2014-11-18
Kepler-323 c,3.55382967,0.047400,1.930,,,1174.24,1493,2014-11-18,2014-12-04,2014-11-18
Kepler-324 b,4.38536461,0.050600,1.110,,,185.34,941,2014-11-18,2014-12-04,2014-11-18
Kepler-324 c,51.80966950,0.262400,3.250,,,6.89,413,2014-11-18,2014-12-04,2014-11-18
Kepler-324 e,13.97946561,0.109600,1.520,,,39.51,639,2014-11-18,2014-12-04,2014-11-18
Kepler-325 b,4.54443777,0.051700,2.940,,,352.71,1105,2014-11-18,2014-12-04,2014-11-18
Kepler-325 c,12.76224947,0.102900,3.330,,,89.04,783,2014-11-18,2014-12-04,2014-11-18
Kepler-325 d,38.71468330,0.215700,3.010,,,20.26,541,2014-11-18,2014-12-04,2014-11-18
Kepler-326 b,2.24828854,0.032900,2.550,,,1524.71,1594,2014-11-18,2014-12-04,2014-11-18
Kepler-326 c,4.58033862,0.052800,2.790,,,591.98,1258,2014-11-18,2014-12-04,2014-11-18
Kepler-326 d,6.76689811,0.068500,2.430,,,351.72,1104,2014-11-18,2014-12-04,2014-11-18
Kepler-327 b,2.54956330,0.029000,1.310,,,53.66,690,2014-11-18,2014-12-04,2014-11-18
Kepler-327 c,5.21231585,0.046700,1.240,,,20.69,544,2014-11-18,2014-12-04,2014-11-18
Kepler-327 d,13.96948245,0.090100,1.700,,,5.56,392,2014-11-18,2014-12-04,2014-11-18
Kepler-328 b,34.91765920,0.219000,3.330,,,30.56,600,2014-11-18,2014-12-04,2014-11-18
Kepler-328 c,71.31165830,0.352600,5.180,,,11.79,473,2014-11-18,2014-12-04,2014-11-18
Kepler-329 b,7.41634311,0.060100,1.360,,,17.59,522,2014-11-18,2014-12-04,2014-11-18
Kepler-329 c,18.68480570,0.111400,2.060,,,5.12,384,2014-11-18,2014-12-04,2014-11-18
Kepler-33 b,5.66815436,0.064300,1.540,,,752.70,1336,2014-11-18,2014-12-04,2014-11-18
Kepler-33 c,13.17556672,0.112800,2.680,,,244.58,1009,2014-11-18,2014-12-04,2014-11-18
Kepler-33 d,21.77568751,0.157700,4.770,,,125.14,853,2014-11-18,2014-12-04,2014-11-18
Kepler-33 e,31.78476785,0.202900,3.660,,,75.59,752,2014-11-18,2014-12-04,2014-11-18
Kepler-33 f,41.02806370,0.240500,4.140,,,53.80,691,2014-11-18,2014-12-04,2014-11-18
Kepler-330 b,8.25981532,0.074800,1.310,,,60.12,710,2014-11-18,2014-12-04,2014-11-18
Kepler-330 c,15.95545002,0.116000,2.210,,,25.00,570,2014-11-18,2014-12-04,2014-11-18
Kepler-331 b,8.45747483,0.066000,1.990,,,19.88,538,2014-11-18,2014-12-04,2014-11-18
Kepler-331 c,17.28115210,0.106300,2.050,,,7.66,424,2014-11-18,2014-12-04,2014-11-18
Kepler-331 d,32.13407370,0.160700,1.920,,,3.35,345,2014-11-18,2014-12-04,2014-11-18
Kepler-332 b,7.62634063,0.070500,1.450,,,93.25,792,2014-11-18,2014-12-04,2014-11-18
Kepler-332 c,15.99561140,0.115500,1.300,,,34.74,619,2014-11-18,2014-12-04,2014-11-18
Kepler-332 d,34.21130540,0.191700,1.410,,,12.61,481,2014-11-18,2014-12-04,2014-11-18
Kepler-333 b,12.55109333,0.088900,1.460,,,11.52,470,2014-11-18,2014-12-04,2014-11-18
Kepler-333 c,24.08825680,0.137300,1.200,,,4.83,378,2014-11-18,2014-12-04,2014-11-18
Kepler-334 b,5.47033694,0.060000,1.030,,,286.03,1049,2014-11-18,2014-12-04,2014-11-18
Kepler-334 c,12.75802811,0.105500,1.370,,,92.52,791,2014-11-18,2014-12-04,2014-11-18
Kepler-334 d,25.09852783,0.165600,1.390,,,37.55,631,2014-11-18,2014-12-04,2014-11-18
Kepler-335 b,6.56225728,0.069100,1.690,,,211.43,972,2014-11-18,2014-12-04,2014-11-18
Kepler-335 c,67.84507710,0.327700,1.480,,,9.40,447,2014-11-18,2014-12-04,2014-11-18
Kepler-336 b,2.02482034,0.030700,0.730,,,938.74,1412,2014-11-18,2014-12-04,2014-11-18
Kepler-336 c,9.59993139,0.086600,1.420,,,117.97,841,2014-11-18,2014-12-04,2014-11-18
Kepler-336 d,20.67879355,0.144400,1.660,,,42.43,651,2014-11-18,2014-12-04,2014-11-18
Kepler-337 b,3.29276965,0.043000,1.300,,,1011.58,1438,2014-11-18,2014-12-04,2014-11-18
Kepler-337 c,9.69315566,0.088200,1.760,,,240.44,1004,2014-11-18,2014-12-04,2014-11-18
Kepler-338 b,13.72707449,0.117200,2.470,,,241.39,1005,2014-11-18,2014-12-04,2014-11-18
Kepler-338 c,24.31113990,0.171500,2.370,,,112.73,831,2014-11-18,2014-12-04,2014-11-18
Kepler-338 d,44.43013610,0.256400,2.800,,,50.44,680,2014-11-18,2014-12-04,2014-11-18
Kepler-338 e,9.34144548,0.090600,1.760,,,403.94,1143,2014-11-18,2014-12-04,2014-11-18
Kepler-339 b,4.97761996,0.054700,1.460,,,195.78,954,2014-11-18,2014-12-04,2014-11-18
Kepler-339 c,6.98803345,0.068600,1.180,,,124.48,852,2014-11-18,2014-12-04,2014-11-18
Kepler-339 d,10.55838956,0.090300,1.160,,,71.84,742,2014-11-18,2014-12-04,2014-11-18
Kepler-340 b,14.84441630,0.150200,4.610,,,1846.81,1672,2014-11-18,2014-12-04,2014-11-18
Kepler-340 c,22.82454850,0.200100,5.690,,,1040.56,1448,2014-11-18,2014-12-04,2014-11-18
Kepler-341 b,5.19556758,0.058700,1.140,,,340.45,1095,2014-11-18,2014-12-04,2014-11-18
Kepler-341 c,8.01041305,0.078400,1.730,,,190.85,948,2014-11-18,2014-12-04,2014-11-18
Kepler-341 d,27.66659710,0.179100,1.960,,,36.57,627,2014-11-18,2014-12-04,2014-11-18
Kepler-341 e,42.47305750,0.238300,2.430,,,20.66,544,2014-11-18,2014-12-04,2014-11-18
Kepler-342 b,15.17026179,0.127500,1.820,,,134.29,868,2014-11-18,2014-12-04,2014-11-18
Kepler-342 c,26.23484780,0.183700,1.590,,,64.69,723,2014-11-18,2014-12-04,2014-11-18
Kepler-342 d,39.45715220,0.241200,2.320,,,37.52,631,2014-11-18,2014-12-04,2014-11-18
Kepler-342 e,1.64422461,0.029000,0.830,,,2595.74,1820,2014-11-18,2014-12-04,2014-11-18
Kepler-343 b,8.96848108,0.085300,1.790,,,189.40,946,2014-11-18,2014-12-04,2014-11-18
Kepler-343 c,23.22181890,0.160900,1.530,,,53.23,689,2014-11-18,2014-12-04,2014-11-18
Kepler-344 b,21.96399084,0.150300,2.640,,,40.41,643,2014-11-18,2014-12-04,2014-11-18
Kepler-344 c,125.60230200,0.480600,3.190,,,3.95,360,2014-11-18,2014-12-04,2014-11-18
Kepler-345 b,7.41557859,0.063400,0.790,,,32.70,610,2014-11-18,2014-12-04,2014-11-18
Kepler-345 c,9.38742889,0.074200,1.220,,,23.88,564,2014-11-18,2014-12-04,2014-11-18
Kepler-346 b,6.51111985,0.069800,2.710,,,243.67,1008,2014-11-18,2014-12-04,2014-11-18
Kepler-346 c,23.85163032,0.165800,3.300,,,43.19,654,2014-11-18,2014-12-04,2014-11-18
Kepler-347 b,12.79830440,0.109700,1.990,,,102.02,811,2014-11-18,2014-12-04,2014-11-18
Kepler-347 c,27.32163320,0.182000,1.640,,,37.07,629,2014-11-18,2014-12-04,2014-11-18
Kepler-347 d,85.52088800,0.389300,1.720,,,8.10,430,2014-11-18,2014-12-04,2014-11-18
Kepler-348 b,7.05675289,0.076600,1.330,,,358.82,1110,2014-11-18,2014-12-04,2014-11-18
Kepler-348 c,17.26546440,0.139000,1.070,,,108.97,824,2014-11-18,2014-12-04,2014-11-18
Kepler-349 b,5.92973644,0.064200,1.890,,,224.50,987,2014-11-18,2014-12-04,2014-11-18
Kepler-349 c,12.24764145,0.104100,1.970,,,85.38,775,2014-11-18,2014-12-04,2014-11-18
Kepler-350 b,11.18961000,0.097900,1.500,,,216.92,979,2014-11-18,2014-12-04,2014-11-18
Kepler-350 c,17.84848082,0.133600,2.450,,,116.48,838,2014-11-18,2014-12-04,2014-11-18
Kepler-350 d,26.13635110,0.172300,2.460,,,70.03,738,2014-11-18,2014-12-04,2014-11-18
Kepler-351 b,37.05485690,0.211200,2.740,,,14.42,497,2014-11-18,2014-12-04,2014-11-18
Kepler-351 c,57.24866910,0.282200,3.260,,,8.08,430,2014-11-18,2014-12-04,2014-11-18
Kepler-351 d,142.54424700,0.518400,2.950,,,2.39,317,2014-11-18,2014-12-04,2014-11-18
Kepler-352 b,10.05545337,0.085600,0.890,,,51.99,685,2014-11-18,2014-12-04,2014-11-18
Kepler-352 c,16.33269854,0.118300,1.250,,,27.22,583,2014-11-18,2014-12-04,2014-11-18
Kepler-352 d,6.88729828,0.066500,0.660,,,86.15,777,2014-11-18,2014-12-04,2014-11-18
Kepler-353 b,5.79529710,0.051500,1.080,,,21.42,549,2014-11-18,2014-12-04,2014-11-18
Kepler-353 c,8.41100287,0.066000,1.760,,,13.04,485,2014-11-18,2014-12-04,2014-11-18
Kepler-354 b,5.47665368,0.054200,2.000,,,71.00,740,2014-11-18,2014-12-04,2014-11-18
Kepler-354 c,16.93477480,0.115000,1.330,,,15.77,508,2014-11-18,2014-12-04,2014-11-18
Kepler-354 d,24.21021710,0.145900,1.470,,,9.80,451,2014-11-18,2014-12-04,2014-11-18
Kepler-355 b,11.03173070,0.100300,1.500,,,140.18,878,2014-11-18,2014-12-04,2014-11-18
Kepler-355 c,25.76245240,0.176500,2.830,,,45.27,662,2014-11-18,2014-12-04,2014-11-18
Kepler-356 b,4.61268045,0.055600,1.300,,,501.53,1207,2014-11-18,2014-12-04,2014-11-18
Kepler-356 c,13.12163551,0.111600,1.640,,,124.49,852,2014-11-18,2014-12-04,2014-11-18
Kepler-357 b,6.47538919,0.062600,1.900,,,98.78,804,2014-11-18,2014-12-04,2014-11-18
Kepler-357 c,16.85827722,0.118500,2.500,,,27.57,584,2014-11-18,2014-12-04,2014-11-18
Kepler-357 d,49.50049520,0.242900,3.380,,,6.56,408,2014-11-18,2014-12-04,2014-11-18
Kepler-358 b,34.06076310,0.207900,2.910,,,22.32,554,2014-11-18,2014-12-04,2014-11-18
Kepler-358 c,83.48862180,0.377900,3.390,,,6.76,411,2014-11-18,2014-12-04,2014-11-18
Kepler-359 b,25.56385760,0.175300,3.830,,,46.22,665,2014-11-18,2014-12-04,2014-11-18
Kepler-359 c,57.68991180,0.301500,5.150,,,15.62,507,2014-11-18,2014-12-04,2014-11-18
Kepler-359 d,77.08596400,0.365800,30.340,,,10.61,460,2014-11-18,2014-12-04,2014-11-18
Kepler-36 b,13.84984283,0.115500,1.480,,,216.54,978,2014-11-18,2014-12-04,2014-11-18
Kepler-36 c,16.23192004,0.128400,3.940,,,175.21,928,2014-11-18,2014-12-04,2014-11-18
Kepler-360 b,3.28972217,0.043600,1.620,,,667.45,1296,2014-11-18,2014-12-04,2014-11-18
Kepler-360 c,7.18645260,0.073500,2.110,,,234.86,998,2014-11-18,2014-12-04,2014-11-18
Kepler-361 b,8.48653576,0.083300,1.290,,,285.35,1048,2014-11-18,2014-12-04,2014-11-18
Kepler-361 c,55.18666950,0.290300,2.240,,,23.50,561,2014-11-18,2014-12-04,2014-11-18
Kepler-362 b,10.32738017,0.086400,0.840,,,70.33,739,2014-11-18,2014-12-04,2014-11-18
Kepler-362 c,37.86589820,0.205400,1.680,,,12.44,479,2014-11-18,2014-12-04,2014-11-18
Kepler-363 b,3.61461353,0.050100,1.740,,,1774.42,1655,2014-11-18,2014-12-04,2014-11-18
Kepler-363 c,7.54233911,0.081900,2.350,,,663.99,1295,2014-11-18,2014-12-04,2014-11-18
Kepler-363 d,11.93208690,0.111100,2.980,,,360.83,1112,2014-11-18,2014-12-04,2014-11-18
Kepler-364 b,25.74575290,0.181200,1.450,,,66.29,728,2014-11-18,2014-12-04,2014-11-18
Kepler-364 c,59.98105860,0.318500,1.990,,,21.46,549,2014-11-18,2014-12-04,2014-11-18
Kepler-365 b,10.66487537,0.096100,1.830,,,134.22,868,2014-11-18,2014-12-04,2014-11-18
Kepler-365 c,17.78355980,0.135100,1.630,,,67.91,732,2014-11-18,2014-12-04,2014-11-18
Kepler-366 b,3.28192091,0.044600,1.480,,,714.01,1318,2014-11-18,2014-12-04,2014-11-18
Kepler-366 c,12.51618164,0.108900,1.790,,,119.76,844,2014-11-18,2014-12-04,2014-11-18
Kepler-367 b,37.81562190,0.201400,1.150,,,5.66,393,2014-11-18,2014-12-04,2014-11-18
Kepler-367 c,53.57783760,0.254100,1.360,,,3.55,350,2014-11-18,2014-12-04,2014-11-18
Kepler-368 b,26.84763250,0.160800,1.220,,,17.69,523,2014-11-18,2014-12-04,2014-11-18
Kepler-368 c,72.38130100,0.311500,1.420,,,4.71,376,2014-11-18,2014-12-04,2014-11-18
Kepler-369 b,2.73276662,0.028900,1.000,,,29.95,597,2014-11-18,2014-12-04,2014-11-18
Kepler-369 c,14.87153514,0.089400,1.320,,,3.13,339,2014-11-18,2014-12-04,2014-11-18
Kepler-37 b,13.36693090,0.102500,0.270,,,43.71,656,2014-11-18,2014-12-04,2014-11-18
Kepler-37 c,21.30199109,0.139800,0.710,,,23.50,562,2014-11-18,2014-12-04,2014-11-18
Kepler-37 d,39.79223792,0.212100,1.880,,,10.21,456,2014-11-18,2014-12-04,2014-11-18
Kepler-37 e,51.20690303,,,,,,,2014-11-18,2014-12-04,2014-11-18
Kepler-370 b,4.57950946,0.053400,1.300,,,279.82,1043,2014-11-18,2014-12-04,2014-11-18
Kepler-370 c,19.02315200,0.138100,1.910,,,41.84,649,2014-11-18,2014-12-04,2014-11-18
Kepler-371 b,34.76299230,0.208500,1.690,,,23.26,560,2014-11-18,2014-12-04,2014-11-18
Kepler-371 c,67.96870260,0.326000,1.540,,,9.51,448,2014-11-18,2014-12-04,2014-11-18
Kepler-372 b,6.84976206,0.074700,1.430,,,388.62,1132,2014-11-18,2014-12-04,2014-11-18
Kepler-372 c,20.05450770,0.152800,2.470,,,92.88,792,2014-11-18,2014-12-04,2014-11-18
Kepler-372 d,30.09048770,0.200200,2.440,,,54.11,692,2014-11-18,2014-12-04,2014-11-18
Kepler-373 b,5.53532955,0.059200,1.380,,,202.49,962,2014-11-18,2014-12-04,2014-11-18
Kepler-373 c,16.72605200,0.123800,1.150,,,46.30,665,2014-11-18,2014-12-04,2014-11-18
Kepler-374 b,1.89783402,0.028900,1.040,,,1106.24,1471,2014-11-18,2014-12-04,2014-11-18
Kepler-374 c,3.28280266,0.041600,1.090,,,533.90,1226,2014-11-18,2014-12-04,2014-11-18
Kepler-374 d,5.02818614,0.055300,1.290,,,302.13,1063,2014-11-18,2014-12-04,2014-11-18
Kepler-375 b,12.12582991,0.101200,1.580,,,72.15,743,2014-11-18,2014-12-04,2014-11-18
Kepler-375 c,19.98661570,0.141200,2.950,,,37.06,629,2014-11-18,2014-12-04,2014-11-18
Kepler-376 b,4.92031217,0.055700,0.950,,,404.08,1143,2014-11-18,2014-12-04,2014-11-18
Kepler-376 c,14.17220432,0.112700,1.720,,,98.70,804,2014-11-18,2014-12-04,2014-11-18
Kepler-377 b,12.50945250,0.103100,1.160,,,101.51,810,2014-11-18,2014-12-04,2014-11-18
Kepler-377 c,27.01417830,0.172300,1.580,,,36.35,626,2014-11-18,2014-12-04,2014-11-18
Kepler-378 b,16.09231474,0.123600,2.380,,,102.70,812,2014-11-18,2014-12-04,2014-11-18
Kepler-378 c,28.90596870,0.182600,1.800,,,47.05,668,2014-11-18,2014-12-04,2014-11-18
Kepler-379 b,20.09842150,0.149200,1.440,,,80.76,765,2014-11-18,2014-12-04,2014-11-18
Kepler-379 c,62.78450020,0.318700,2.120,,,17.70,523,2014-11-18,2014-12-04,2014-11-18
Kepler-380 b,3.93087100,0.048600,1.070,,,608.08,1266,2014-11-18,2014-12-04,2014-11-18
Kepler-380 c,7.63006848,0.075600,1.250,,,251.30,1015,2014-11-18,2014-12-04,2014-11-18
Kepler-381 b,5.62902579,0.067200,1.310,,,1544.99,1599,2014-11-18,2014-12-04,2014-11-18
Kepler-381 c,13.39152873,0.119700,1.410,,,486.94,1198,2014-11-18,2014-12-04,2014-11-18
Kepler-381 d,8.25630250,0.086700,1.310,,,928.17,1408,2014-11-18,2014-12-04,2014-11-18
Kepler-382 b,5.26212693,0.054800,1.460,,,255.13,1019,2014-11-18,2014-12-04,2014-11-18
Kepler-382 c,12.16281552,0.095800,1.680,,,83.48,771,2014-11-18,2014-12-04,2014-11-18
Kepler-383 b,12.90475463,0.094800,1.390,,,23.95,564,2014-11-18,2014-12-04,2014-11-18
Kepler-383 c,31.20093330,0.170900,1.390,,,7.37,420,2014-11-18,2014-12-04,2014-11-18
Kepler-384 b,22.59659990,0.143700,1.120,,,34.92,620,2014-11-18,2014-12-04,2014-11-18
Kepler-384 c,45.34852770,0.228700,1.200,,,13.79,491,2014-11-18,2014-12-04,2014-11-18
Kepler-385 b,10.04377084,0.093900,3.210,,,213.65,975,2014-11-18,2014-12-04,2014-11-18
Kepler-385 c,15.16227350,0.123600,3.300,,,123.31,850,2014-11-18,2014-12-04,2014-11-18
Kepler-385 d,56.41474200,0.296700,2.460,,,21.40,549,2014-11-18,2014-12-04,2014-11-18
Kepler-386 b,12.31028460,0.095600,1.260,,,39.15,638,2014-11-18,2014-12-04,2014-11-18
Kepler-386 c,25.19344670,0.154100,1.780,,,15.07,502,2014-11-18,2014-12-04,2014-11-18
Kepler-387 b,6.79164786,0.071200,1.080,,,313.08,1073,2014-11-18,2014-12-04,2014-11-18
Kepler-387 c,11.83772610,0.103200,1.060,,,149.02,891,2014-11-18,2014-12-04,2014-11-18
Kepler-388 b,3.17323306,0.036200,0.910,,,112.21,830,2014-11-18,2014-12-04,2014-11-18
Kepler-388 c,13.29706969,0.094000,0.960,,,16.64,515,2014-11-18,2014-12-04,2014-11-18
Kepler-389 b,3.24416463,0.040200,1.580,,,285.91,1049,2014-11-18,2014-12-04,2014-11-18
Kepler-389 c,14.51230990,0.109200,1.450,,,38.75,636,2014-11-18,2014-12-04,2014-11-18
Kepler-39 b,21.08719422,0.152700,14.770,,,137.06,873,2014-11-18,2014-12-04,2014-11-18
Kepler-390 b,6.73811219,0.064700,0.780,,,90.19,786,2014-11-18,2014-12-04,2014-11-18
Kepler-390 c,13.06004220,0.100600,0.810,,,37.30,630,2014-11-18,2014-12-04,2014-11-18
Kepler-391 b,7.41680902,0.081600,2.210,,,675.25,1300,2014-11-18,2014-12-04,2014-11-18
Kepler-391 c,20.48544030,0.160600,2.380,,,174.32,927,2014-11-18,2014-12-04,2014-11-18
Kepler-392 b,5.34185804,0.061900,1.190,,,807.67,1360,2014-11-18,2014-12-04,2014-11-18
Kepler-392 c,10.42312041,0.096700,1.310,,,330.95,1088,2014-11-18,2014-12-04,2014-11-18
Kepler-393 b,9.18247194,0.093900,1.510,,,537.32,1228,2014-11-18,2014-12-04,2014-11-18
Kepler-393 c,14.61342510,0.128000,1.400,,,289.17,1052,2014-11-18,2014-12-04,2014-11-18
Kepler-394 b,8.00505342,0.082000,1.720,,,302.24,1063,2014-11-18,2014-12-04,2014-11-18
Kepler-394 c,12.13065293,0.108200,1.810,,,173.59,926,2014-11-18,2014-12-04,2014-11-18
Kepler-394 d,5.61357629,0.064700,1.500,,,485.48,1197,2014-11-18,2014-12-04,2014-11-18
Kepler-395 b,7.05427318,0.053700,0.780,,,9.66,450,2014-11-18,2014-12-04,2014-11-18
Kepler-395 c,34.98944750,0.156100,1.250,,,1.14,264,2014-11-18,2014-12-04,2014-11-18
Kepler-396 b,42.99255302,0.227700,3.490,,,18.79,531,2014-11-18,2014-12-04,2014-11-18
Kepler-396 c,88.51125630,0.368500,6.070,,,7.17,417,2014-11-18,2014-12-04,2014-11-18
Kepler-397 b,22.25082470,0.139800,1.780,,,14.57,498,2014-11-18,2014-12-04,2014-11-18
Kepler-397 c,135.49777450,0.466300,5.700,,,1.31,273,2014-11-18,2014-12-04,2014-11-18
Kepler-398 b,4.08141149,0.044400,0.970,,,80.42,764,2014-11-18,2014-12-04,2014-11-18
Kepler-398 c,11.41945387,0.088100,0.980,,,20.42,542,2014-11-18,2014-12-04,2014-11-18
Kepler-398 d,6.83437001,0.062600,0.850,,,40.45,643,2014-11-18,2014-12-04,2014-11-18
Kepler-399 b,14.42525565,0.103400,1.010,,,35.63,623,2014-11-18,2014-12-04,2014-11-18
Kepler-399 c,26.67570540,0.155800,1.580,,,15.69,508,2014-11-18,2014-12-04,2014-11-18
Kepler-399 d,58.03410860,0.261500,1.960,,,5.57,392,2014-11-18,2014-12-04,2014-11-18
Kepler-4 b,3.21366863,0.043900,4.140,,,1218.92,1507,2014-11-18,2014-12-04,2014-11-18
Kepler-40 b,6.87316523,0.081300,13.800,,,1140.56,1482,2014-11-18,2014-12-04,2014-11-18
Kepler-400 b,9.02439889,0.086900,1.690,,,215.36,977,2014-11-18,2014-12-04,2014-11-18
Kepler-400 c,17.34088462,0.134300,1.500,,,90.17,786,2014-11-18,2014-12-04,2014-11-18
Kepler-401 b,14.38338734,0.117800,1.790,,,197.30,956,2014-11-18,2014-12-04,2014-11-18
Kepler-401 c,47.31830020,0.260600,2.460,,,40.32,643,2014-11-18,2014-12-04,2014-11-18
Kepler-402 b,4.02875481,0.051800,1.260,,,890.89,1393,2014-11-18,2014-12-04,2014-11-18
Kepler-402 c,6.12481814,0.068400,1.600,,,510.94,1213,2014-11-18,2014-12-04,2014-11-18
Kepler-402 d,8.92116020,0.087900,1.260,,,309.39,1070,2014-11-18,2014-12-04,2014-11-18
Kepler-402 e,11.24283541,0.102600,1.590,,,227.09,990,2014-11-18,2014-12-04,2014-11-18
Kepler-403 b,7.03144308,0.074300,1.090,,,274.53,1038,2014-11-18,2014-12-04,2014-11-18
Kepler-403 c,54.28120310,0.290000,1.430,,,18.02,525,2014-11-18,2014-12-04,2014-11-18
Kepler-403 d,13.61159129,0.115300,1.090,,,114.00,833,2014-11-18,2014-12-04,2014-11-18
Kepler-404 b,11.82888430,0.100000,1.180,,,67.13,730,2014-11-18,2014-12-04,2014-11-18
Kepler-404 c,14.75120340,0.115900,1.630,,,49.97,678,2014-11-18,2014-12-04,2014-11-18
Kepler-405 b,10.61369479,0.093500,2.340,,,88.72,783,2014-11-18,2014-12-04,2014-11-18
Kepler-405 c,29.72721420,0.185800,3.810,,,22.47,555,2014-11-18,2014-12-04,2014-11-18
Kepler-406 b,2.42630084,0.036000,1.320,,,688.67,1306,2014-11-18,2014-12-04,2014-11-18
Kepler-406 c,4.62333557,0.055400,0.760,,,290.80,1053,2014-11-18,2014-12-04,2014-11-18
Kepler-407 b,0.66930969,0.015200,1.210,,,4418.23,2079,2014-11-18,2014-12-04,2014-11-18
Kepler-408 b,2.46502616,0.036600,0.700,,,1391.80,1558,2014-11-18,2014-12-04,2014-11-18
Kepler-409 b,68.95860800,0.319800,0.980,,,6.20,402,2014-11-18,2014-12-04,2014-11-18
Kepler-41 b,1.85555754,0.028600,10.240,,,1004.89,1436,2014-11-18,2014-12-04,2014-11-18
Kepler-410 A b,17.83368211,0.143600,2.470,,,128.66,859,2014-11-18,2014-12-04,2014-11-18
Kepler-411 b,3.00515570,0.038300,1.940,,,222.58,985,2014-11-18,2014-12-04,2014-11-18
Kepler-411 c,7.83442788,0.072600,3.370,,,61.95,715,2014-11-18,2014-12-04,2014-11-18
Kepler-411 d,58.01920070,0.275700,3.510,,,4.30,367,2014-11-18,2014-12-04,2014-11-18
Kepler-412 b,1.72086132,0.029700,12.530,,,1887.96,1681,2014-11-18,2014-12-04,2014-11-18
Kepler-414 b,4.69965324,0.052900,2.190,,,266.30,1030,2014-11-18,2014-12-04,2014-11-18
Kepler-414 c,7.17073208,0.070100,3.000,,,151.65,895,2014-11-18,2014-12-04,2014-11-18
Kepler-415 b,4.17634525,0.044600,1.610,,,77.85,758,2014-11-18,2014-12-04,2014-11-18
Kepler-415 c,8.70797904,0.072700,2.620,,,29.30,593,2014-11-18,2014-12-04,2014-11-18
Kepler-416 b,6.31942727,0.066900,2.620,,,294.92,1057,2014-11-18,2014-12-04,2014-11-18
Kepler-416 c,12.20945351,0.103800,2.540,,,122.51,848,2014-11-18,2014-12-04,2014-11-18
Kepler-416 d,3.07645208,0.041400,1.680,,,770.12,1343,2014-11-18,2014-12-04,2014-11-18
Kepler-417 b,12.33090437,0.100600,2.490,,,47.99,671,2014-11-18,2014-12-04,2014-11-18
Kepler-417 c,15.94251522,0.119400,2.700,,,34.06,616,2014-11-18,2014-12-04,2014-11-18
Kepler-418 b,86.67855186,0.389000,9.880,,,9.37,446,2014-11-18,2014-12-04,2014-11-18
Kepler-418 c,12.21827800,0.105400,4.750,,,127.59,857,2014-11-18,2014-12-04,2014-11-18
Kepler-419 b,69.72664060,0.360800,30.640,,,21.75,551,2014-11-18,2014-12-04,2014-11-18
Kepler-42 b,1.21377022,0.011300,0.870,,,17.95,525,2014-11-18,2014-12-04,2014-11-18
Kepler-42 c,0.45328734,0.005800,0.920,,,68.12,733,2014-11-18,2014-12-04,2014-11-18
Kepler-42 d,1.86511477,0.015000,0.690,,,10.18,456,2014-11-18,2014-12-04,2014-11-18
Kepler-421 b,704.96262600,1.410800,4.530,,,0.24,178,2014-11-18,2014-12-04,2014-11-18
Kepler-422 b,7.89144847,0.079600,12.240,,,235.93,1000,2014-11-18,2014-12-04,2014-11-18
Kepler-423 b,2.68432848,0.037800,12.430,,,655.98,1291,2014-11-18,2014-12-04,2014-11-18
Kepler-424 b,3.31186450,0.041900,9.130,,,424.48,1158,2014-11-18,2014-12-04,2014-11-18
Kepler-425 b,3.79701834,0.046500,9.940,,,211.29,972,2014-11-18,2014-12-04,2014-11-18
Kepler-426 b,3.21751859,0.042000,11.680,,,489.84,1200,2014-11-18,2014-12-04,2014-11-18
Kepler-427 b,10.29099376,0.093500,9.830,,,144.34,884,2014-11-18,2014-12-04,2014-11-18
Kepler-428 b,3.52563256,0.043200,11.870,,,196.91,955,2014-11-18,2014-12-04,2014-11-18
Kepler-43 b,3.02409255,0.043600,12.100,,,1120.06,1475,2014-11-18,2014-12-04,2014-11-18
Kepler-430 b,35.96823440,0.215800,2.060,,,34.05,616,2014-11-18,2014-12-04,2014-11-18
Kepler-430 c,110.97378000,0.457300,1.480,,,7.58,423,2014-11-18,2014-12-04,2014-11-18
Kepler-431 b,6.80252171,0.072500,0.970,,,755.47,1337,2014-11-18,2014-12-04,2014-11-18
Kepler-431 c,8.70337044,0.085500,0.920,,,543.20,1231,2014-11-18,2014-12-04,2014-11-18
Kepler-431 d,11.92162140,0.105400,1.220,,,357.45,1109,2014-11-18,2014-12-04,2014-11-18
Kepler-432 b,52.50107680,0.303600,12.390,,,104.60,816,2014-11-18,2014-12-04,2014-11-18
