pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_dens,pl_insol,pl_eqt,rowupdate,pl_pubdate,releasedate
Kepler-23 d,15.27438229,0.123500,2.280,,,162.22,910,2014-11-18,2014-12-04,2014-11-18
Kepler-230 b,32.62882975,0.189000,3791.050,,,15.48,506,2014-11-18,2014-12-04,2014-11-18
Kepler-230 c,91.77221000,0.376700,2.130,,,3.90,358,2014-11-18,2014-12-04,2014-11-18
Kepler-231 b,10.06525843,0.072900,1.610,,,7.81,426,2014-11-18,2014-12-04,2014-11-18
Kepler-231 c,19.27154680,0.112500,1.730,,,3.28,343,2014-11-18,2014-12-04,2014-11-18
Kepler-232 b,4.43124259,0.053600,3.070,,,314.29,1074,2014-11-18,2014-12-04,2014-11-18
Kepler-232 c,11.37938071,0.100600,3.740,,,89.22,784,2014-11-18,2014-12-04,2014-11-18
Kepler-233 b,8.47237844,0.077800,2.710,,,75.44,752,2014-11-18,2014-12-04,2014-11-18
Kepler-233 c,60.41861370,0.288400,2.720,,,5.49,390,2014-11-18,2014-12-04,2014-11-18
Kepler-234 b,2.71150258,0.039900,3.620,,,920.54,1405,2014-11-18,2014-12-04,2014-11-18
Kepler-234 c,7.21204152,0.076500,3.510,,,250.42,1015,2014-11-18,2014-12-04,2014-11-18
Kepler-235 b,3.34021995,0.035000,2.180,,,38.42,635,2014-11-18,2014-12-04,2014-11-18
Kepler-235 c,7.82501206,0.061700,1.220,,,12.36,478,2014-11-18,2014-12-04,2014-11-18
Kepler-235 d,20.06037454,0.115500,1.990,,,3.53,350,2014-11-18,2014-12-04,2014-11-18
Kepler-235 e,46.18415000,0.201400,1.940,,,1.16,265,2014-11-18,2014-12-04,2014-11-18
Kepler-236 b,8.29559431,0.065300,1.530,,,10.80,462,2014-11-18,2014-12-04,2014-11-18
Kepler-236 c,23.96799320,0.132500,1.850,,,2.62,325,2014-11-18,2014-12-04,2014-11-18
Kepler-237 b,4.71510365,0.049600,1.500,,,108.84,824,2014-11-18,2014-12-04,2014-11-18
Kepler-237 c,8.10361363,0.071200,2.270,,,52.82,688,2014-11-18,2014-12-04,2014-11-18
Kepler-238 b,2.09081565,0.032600,1.050,,,919.65,1404,2014-11-18,2014-12-04,2014-11-18
Kepler-238 c,6.15555756,0.067000,1.880,,,217.72,980,2014-11-18,2014-12-04,2014-11-18
Kepler-238 d,13.23356008,0.111600,2.150,,,78.47,759,2014-11-18,2014-12-04,2014-11-18
Kepler-238 e,23.65368621,0.164400,5.710,,,36.16,625,2014-11-18,2014-12-04,2014-11-18
Kepler-238 f,50.44731560,0.272400,2.150,,,13.17,486,2014-11-18,2014-12-04,2014-11-18
Kepler-239 b,11.76305946,0.093900,2.360,,,33.63,614,2014-11-18,2014-12-04,2014-11-18
Kepler-239 c,56.22796970,0.266500,2.190,,,4.18,365,2014-11-18,2014-12-04,2014-11-18
Kepler-24 b,8.14511872,0.078300,3.110,,,229.68,993,2014-11-18,2014-12-04,2014-11-18
Kepler-24 c,12.33340885,0.103300,4.750,,,131.96,864,2014-11-18,2014-12-04,2014-11-18
Kepler-24 d,4.24437621,0.050700,1.610,,,547.80,1234,2014-11-18,2014-12-04,2014-11-18
Kepler-24 e,18.99850923,0.137800,2.360,,,74.15,748,2014-11-18,2014-12-04,2014-11-18
Kepler-240 b,4.14451776,0.047400,1.540,,,144.68,884,2014-11-18,2014-12-04,2014-11-18
Kepler-240 c,7.95355717,0.073200,2.300,,,60.67,712,2014-11-18,2014-12-04,2014-11-18
Kepler-241 b,12.71810317,0.093400,2.350,,,23.60,562,2014-11-18,2014-12-04,2014-11-18
Kepler-241 c,36.06587916,0.187100,2.710,,,5.88,397,2014-11-18,2014-12-04,2014-11-18
Kepler-242 b,8.20396870,0.073500,3.040,,,71.50,742,2014-11-18,2014-12-04,2014-11-18
Kepler-242 c,14.49643531,0.107400,2.820,,,33.48,613,2014-11-18,2014-12-04,2014-11-18
Kepler-243 b,5.71542485,0.060900,2.480,,,118.57,842,2014-11-18,2014-12-04,2014-11-18
Kepler-243 c,20.02623100,0.140600,1.730,,,22.24,554,2014-11-18,2014-12-04,2014-11-18
Kepler-244 b,4.31177991,0.049700,2.870,,,223.51,986,2014-11-18,2014-12-04,2014-11-18
Kepler-244 c,9.76734365,0.085700,2.000,,,75.17,751,2014-11-18,2014-12-04,2014-11-18
Kepler-244 d,20.05040157,0.138500,2.780,,,28.78,591,2014-11-18,2014-12-04,2014-11-18
Kepler-245 b,7.49017229,0.069700,2.980,,,107.48,821,2014-11-18,2014-12-04,2014-11-18
Kepler-245 c,17.46085263,0.122500,2.530,,,34.79,619,2014-11-18,2014-12-04,2014-11-18
Kepler-245 d,36.27594657,0.199500,3.500,,,13.12,485,2014-11-18,2014-12-04,2014-11-18
Kepler-245 e,3.21982106,0.039700,1.920,,,331.28,1088,2014-11-18,2014-12-04,2014-11-18
Kepler-246 b,4.60181686,0.052000,2.370,,,159.41,906,2014-11-18,2014-12-04,2014-11-18
Kepler-246 c,11.18714042,0.094000,1.560,,,48.78,674,2014-11-18,2014-12-04,2014-11-18
Kepler-247 b,3.33612510,0.042000,1.650,,,213.75,975,2014-11-18,2014-12-04,2014-11-18
Kepler-247 c,9.43946080,0.084000,4.340,,,53.44,690,2014-11-18,2014-12-04,2014-11-18
Kepler-247 d,20.47735749,0.140800,5.000,,,19.02,533,2014-11-18,2014-12-04,2014-11-18
Kepler-248 b,6.30820323,0.065400,3.160,,,101.52,810,2014-11-18,2014-12-04,2014-11-18
Kepler-248 c,16.23946714,0.122900,4.220,,,28.75,591,2014-11-18,2014-12-04,2014-11-18
Kepler-249 b,3.30654898,0.033100,1.090,,,23.35,561,2014-11-18,2014-12-04,2014-11-18
Kepler-249 c,7.11372736,0.055100,1.270,,,8.43,435,2014-11-18,2014-12-04,2014-11-18
Kepler-249 d,15.36843606,0.092100,1.210,,,3.02,336,2014-11-18,2014-12-04,2014-11-18
Kepler-25 b,6.23853477,0.070300,2.640,,,479.56,1193,2014-11-18,2014-12-04,2014-11-18
Kepler-25 c,12.72037435,0.113000,4.510,,,185.61,941,2014-11-18,2014-12-04,2014-11-18
Kepler-250 b,4.14808732,0.047900,1.160,,,175.04,928,2014-11-18,2014-12-04,2014-11-18
Kepler-250 c,7.15681773,0.068900,2.410,,,84.60,773,2014-11-18,2014-12-04,2014-11-18
Kepler-250 d,17.64830992,0.125700,2.230,,,25.42,573,2014-11-18,2014-12-04,2014-11-18
Kepler-251 b,4.79091735,0.054600,1.800,,,414.79,1151,2014-11-18,2014-12-04,2014-11-18
Kepler-251 c,16.51412820,0.124500,3.590,,,79.78,762,2014-11-18,2014-12-04,2014-11-18
Kepler-251 d,30.13293030,0.185900,4.250,,,35.78,624,2014-11-18,2014-12-04,2014-11-18
Kepler-251 e,99.64096530,0.412600,3.890,,,7.26,419,2014-11-18,2014-12-04,2014-11-18
Kepler-252 b,6.66834872,0.058800,1.200,,,28.25,588,2014-11-18,2014-12-04,2014-11-18
Kepler-252 c,10.84844792,0.081300,2.380,,,14.78,500,2014-11-18,2014-12-04,2014-11-18
Kepler-253 b,3.78403393,0.045500,1.690,,,199.71,959,2014-11-18,2014-12-04,2014-11-18
Kepler-253 c,10.28192877,0.088500,2.700,,,52.79,687,2014-11-18,2014-12-04,2014-11-18
Kepler-253 d,18.11989364,0.129100,3.170,,,24.81,569,2014-11-18,2014-12-04,2014-11-18
Kepler-254 b,5.82665919,0.062900,3.680,,,220.71,983,2014-11-18,2014-12-04,2014-11-18
Kepler-254 c,12.41217869,0.104100,2.280,,,80.58,764,2014-11-18,2014-12-04,2014-11-18
Kepler-254 d,18.74653971,0.137000,2.600,,,46.53,666,2014-11-18,2014-12-04,2014-11-18
Kepler-255 b,5.71462004,0.062800,1.550,,,171.73,923,2014-11-18,2014-12-04,2014-11-18
Kepler-255 c,9.94603603,0.090800,3.010,,,82.15,768,2014-11-18,2014-12-04,2014-11-18
Kepler-255 d,1.04562266,0.020200,1.370,,,1659.82,1628,2014-11-18,2014-12-04,2014-11-18
Kepler-256 b,1.62046784,0.027700,1.370,,,1348.59,1545,2014-11-18,2014-12-04,2014-11-18
Kepler-256 c,3.38801185,0.045300,1.790,,,504.25,1209,2014-11-18,2014-12-04,2014-11-18
Kepler-256 d,5.83908991,0.065100,1.650,,,244.16,1008,2014-11-18,2014-12-04,2014-11-18
Kepler-256 e,10.68167916,0.097300,1.800,,,109.30,825,2014-11-18,2014-12-04,2014-11-18
Kepler-257 b,2.38265217,0.033300,2.670,,,553.53,1237,2014-11-18,2014-12-04,2014-11-18
Kepler-257 c,6.58147884,0.065600,4.770,,,142.63,881,2014-11-18,2014-12-04,2014-11-18
Kepler-257 d,24.66459711,0.158200,5.670,,,24.53,568,2014-11-18,2014-12-04,2014-11-18
Kepler-258 b,13.19721496,0.102700,4.120,,,40.03,641,2014-11-18,2014-12-04,2014-11-18
Kepler-258 c,33.65297010,0.191600,3.720,,,11.50,470,2014-11-18,2014-12-04,2014-11-18
Kepler-259 b,8.11529219,0.078500,2.680,,,140.92,879,2014-11-18,2014-12-04,2014-11-18
Kepler-259 c,36.92495310,0.215500,2.710,,,18.70,530,2014-11-18,2014-12-04,2014-11-18
Kepler-26 b,12.28299972,0.085400,2.890,,,7.87,427,2014-11-18,2014-12-04,2014-11-18
Kepler-26 c,17.25120011,0.107100,2.820,,,5.00,381,2014-11-18,2014-12-04,2014-11-18
Kepler-26 d,3.54391789,0.037300,1.230,,,41.25,646,2014-11-18,2014-12-04,2014-11-18
Kepler-26 e,46.82771400,0.208500,2.110,,,1.32,273,2014-11-18,2014-12-04,2014-11-18
Kepler-260 b,8.18741090,0.077600,2.090,,,95.73,798,2014-11-18,2014-12-04,2014-11-18
Kepler-260 c,76.05106510,0.343000,1.610,,,4.90,379,2014-11-18,2014-12-04,2014-11-18
Kepler-261 b,10.38123451,0.088600,2.230,,,50.05,678,2014-11-18,2014-12-04,2014-11-18
Kepler-261 c,24.57081569,0.157400,2.100,,,15.86,509,2014-11-18,2014-12-04,2014-11-18
Kepler-262 b,13.06076688,0.107500,1.490,,,68.66,734,2014-11-18,2014-12-04,2014-11-18
Kepler-262 c,21.85367910,0.151500,1.740,,,34.57,618,2014-11-18,2014-12-04,2014-11-18
Kepler-263 b,16.56805949,0.119500,2.810,,,29.37,594,2014-11-18,2014-12-04,2014-11-18
Kepler-263 c,47.33302620,0.240700,2.400,,,7.24,418,2014-11-18,2014-12-04,2014-11-18
Kepler-264 b,40.80684940,0.254200,4.860,,,119.96,844,2014-11-18,2014-12-04,2014-11-18
Kepler-264 c,140.10394000,0.578500,4.160,,,23.16,559,2014-11-18,2014-12-04,2014-11-18
Kepler-265 b,6.84619299,0.071600,1.660,,,265.57,1030,2014-11-18,2014-12-04,2014-11-18
Kepler-265 c,17.02902105,0.131500,2.410,,,78.73,760,2014-11-18,2014-12-04,2014-11-18
Kepler-265 d,43.13080820,0.244400,2.200,,,22.79,557,2014-11-18,2014-12-04,2014-11-18
Kepler-265 e,67.83183090,0.330500,2.350,,,12.46,479,2014-11-18,2014-12-04,2014-11-18
Kepler-266 b,6.61834191,0.070200,2.510,,,226.65,990,2014-11-18,2014-12-04,2014-11-18
Kepler-266 c,107.72157440,0.451000,3.830,,,5.49,390,2014-11-18,2014-12-04,2014-11-18
Kepler-267 b,3.35373033,0.034600,2.120,,,34.69,619,2014-11-18,2014-12-04,2014-11-18
Kepler-267 c,6.87744990,0.055800,2.020,,,13.34,487,2014-11-18,2014-12-04,2014-11-18
Kepler-267 d,28.46462622,0.143900,2.010,,,2.01,303,2014-11-18,2014-12-04,2014-11-18
Kepler-268 b,25.93406740,0.176000,2.350,,,59.04,707,2014-11-18,2014-12-04,2014-11-18
Kepler-268 c,83.44633350,0.383500,2.520,,,12.43,479,2014-11-18,2014-12-04,2014-11-18
Kepler-269 b,5.32670215,0.060100,2.450,,,242.97,1007,2014-11-18,2014-12-04,2014-11-18
Kepler-269 c,8.12810877,0.079600,1.620,,,138.51,875,2014-11-18,2014-12-04,2014-11-18
Kepler-27 b,15.33525912,0.120100,4.940,,,37.16,630,2014-11-18,2014-12-04,2014-11-18
Kepler-27 c,31.33050622,0.193400,7.240,,,14.33,496,2014-11-18,2014-12-04,2014-11-18
Kepler-27 d,6.54626058,0.068100,2.830,,,115.56,836,2014-11-18,2014-12-04,2014-11-18
Kepler-270 b,11.47610130,0.104500,1.830,,,237.05,1001,2014-11-18,2014-12-04,2014-11-18
Kepler-270 c,25.26302680,0.176800,1.500,,,82.82,769,2014-11-18,2014-12-04,2014-11-18
Kepler-271 b,10.43547805,0.087500,1.320,,,86.68,778,2014-11-18,2014-12-04,2014-11-18
Kepler-271 c,7.41086267,0.069700,1.020,,,136.61,872,2014-11-18,2014-12-04,2014-11-18
Kepler-271 d,5.24972541,0.055400,0.710,,,216.24,978,2014-11-18,2014-12-04,2014-11-18
Kepler-272 b,2.97136410,0.037200,1.330,,,367.82,1117,2014-11-18,2014-12-04,2014-11-18
Kepler-272 c,6.05730524,0.059800,1.670,,,142.34,881,2014-11-18,2014-12-04,2014-11-18
Kepler-272 d,10.93730071,0.088700,1.760,,,64.70,723,2014-11-18,2014-12-04,2014-11-18
Kepler-273 b,2.93652697,0.036900,1.550,,,437.70,1167,2014-11-18,2014-12-04,2014-11-18
Kepler-273 c,8.01494715,0.072100,1.650,,,114.65,835,2014-11-18,2014-12-04,2014-11-18
Kepler-274 b,11.63486400,0.100200,1.800,,,118.95,842,2014-11-18,2014-12-04,2014-11-18
Kepler-274 c,33.19810540,0.201500,1.950,,,29.41,594,2014-11-18,2014-12-04,2014-11-18
Kepler-275 b,10.30065512,0.102200,2.250,,,257.24,1021,2014-11-18,2014-12-04,2014-11-18
Kepler-275 c,16.08831829,0.137500,3.320,,,142.11,881,2014-11-18,2014-12-04,2014-11-18
Kepler-275 d,35.67569630,0.233800,3.080,,,49.15,675,2014-11-18,2014-12-04,2014-11-18
Kepler-276 b,14.12846178,0.118100,2.640,,,93.65,793,2014-11-18,2014-12-04,2014-11-18
Kepler-276 c,31.88415690,0.203200,3.150,,,31.63,605,2014-11-18,2014-12-04,2014-11-18
Kepler-276 d,48.64766010,0.269400,2.580,,,18.00,525,2014-11-18,2014-12-04,2014-11-18
Kepler-277 b,17.32417247,0.136300,2.960,,,171.81,923,2014-11-18,2014-12-04,2014-11-18
Kepler-277 c,33.00630250,0.209500,2.790,,,72.72,745,2014-11-18,2014-12-04,2014-11-18
Kepler-278 b,30.15986300,0.206800,4.230,,,111.86,829,2014-11-18,2014-12-04,2014-11-18
Kepler-278 c,51.07575600,0.293800,3.360,,,55.42,696,2014-11-18,2014-12-04,2014-11-18
Kepler-279 b,12.30971360,0.107700,2.470,,,185.73,941,2014-11-18,2014-12-04,2014-11-18
Kepler-279 c,35.73557190,0.219100,3.570,,,44.88,660,2014-11-18,2014-12-04,2014-11-18
Kepler-279 d,54.42054070,0.290100,3.200,,,25.60,574,2014-11-18,2014-12-04,2014-11-18
Kepler-28 b,5.91226830,0.053700,1.920,,,27.72,585,2014-11-18,2014-12-04,2014-11-18
Kepler-28 c,8.98584768,0.071000,1.940,,,15.86,509,2014-11-18,2014-12-04,2014-11-18
Kepler-280 b,2.13955650,0.031800,1.420,,,704.45,1314,2014-11-18,2014-12-04,2014-11-18
Kepler-280 c,4.80709959,0.054500,1.840,,,239.83,1004,2014-11-18,2014-12-04,2014-11-18
Kepler-281 b,14.64627064,0.116600,2.330,,,54.95,694,2014-11-18,2014-12-04,2014-11-18
Kepler-281 c,36.33730238,0.213700,5.390,,,16.36,513,2014-11-18,2014-12-04,2014-11-18
Kepler-281 d,148.27226710,0.545600,4.520,,,2.51,321,2014-11-18,2014-12-04,2014-11-18
Kepler-282 b,9.22068890,0.085200,1.040,,,134.48,868,2014-11-18,2014-12-04,2014-11-18
Kepler-282 c,13.63952500,0.110600,1.220,,,79.81,762,2014-11-18,2014-12-04,2014-11-18
Kepler-282 d,24.80568031,0.164800,2.300,,,35.94,624,2014-11-18,2014-12-04,2014-11-18
Kepler-282 e,44.34709950,0.242700,2.590,,,16.57,515,2014-11-18,2014-12-04,2014-11-18
Kepler-283 b,11.00815926,0.088400,3.250,,,43.04,653,2014-11-18,2014-12-04,2014-11-18
Kepler-283 c,92.74902300,0.366100,38.670,,,2.51,321,2014-11-18,2014-12-04,2014-11-18
Kepler-284 b,12.69902995,0.103200,2.440,,,57.09,701,2014-11-18,2014-12-04,2014-11-18
Kepler-284 c,37.51406930,0.212500,2.800,,,13.46,489,2014-11-18,2014-12-04,2014-11-18
Kepler-285 b,2.63385723,0.035900,1.400,,,378.84,1125,2014-11-18,2014-12-04,2014-11-18
Kepler-285 c,6.18666218,0.063400,1.110,,,121.47,847,2014-11-18,2014-12-04,2014-11-18
Kepler-286 b,1.79632439,0.028900,1.370,,,1122.23,1476,2014-11-18,2014-12-04,2014-11-18
Kepler-286 c,3.46808239,0.044800,1.470,,,467.00,1186,2014-11-18,2014-12-04,2014-11-18
Kepler-286 d,5.91428767,0.064000,1.480,,,228.83,992,2014-11-18,2014-12-04,2014-11-18
Kepler-286 e,29.22151010,0.185700,1.790,,,27.18,582,2014-11-18,2014-12-04,2014-11-18
Kepler-287 b,20.34234237,0.143300,2.400,,,50.51,680,2014-11-18,2014-12-04,2014-11-18
Kepler-287 c,44.85210710,0.242800,3.500,,,17.59,522,2014-11-18,2014-12-04,2014-11-18
Kepler-288 b,6.09750607,0.063800,1.640,,,307.62,1068,2014-11-18,2014-12-04,2014-11-18
Kepler-288 c,19.30577159,0.137500,3.030,,,66.23,728,2014-11-18,2014-12-04,2014-11-18
Kepler-288 d,56.63887910,0.281800,3.620,,,15.77,508,2014-11-18,2014-12-04,2014-11-18
Kepler-289 b,34.54384640,0.218200,3.410,,,74.61,750,2014-11-18,2014-12-04,2014-11-18
Kepler-289 c,125.86543389,0.516600,18.170,,,13.31,487,2014-11-18,2014-12-04,2014-11-18
Kepler-29 b,10.33929240,0.092000,2783.700,,,85.83,776,2014-11-18,2014-12-04,2014-11-18
Kepler-29 c,13.28689074,0.108800,1226.400,,,61.37,714,2014-11-18,2014-12-04,2014-11-18
Kepler-290 b,14.58932462,0.110300,2.180,,,29.88,596,2014-11-18,2014-12-04,2014-11-18
Kepler-290 c,36.77047310,0.204300,3.440,,,8.71,438,2014-11-18,2014-12-04,2014-11-18
Kepler-290 d,0.76402007,0.015400,0.890,,,1532.82,1596,2014-11-18,2014-12-04,2014-11-18
Kepler-291 b,3.54653414,0.046900,2.170,,,510.26,1212,2014-11-18,2014-12-04,2014-11-18
Kepler-291 c,5.70071153,0.064400,1.930,,,270.62,1034,2014-11-18,2014-12-04,2014-11-18
Kepler-292 b,2.58082149,0.035800,1.650,,,540.05,1229,2014-11-18,2014-12-04,2014-11-18
Kepler-292 c,3.71545391,0.045700,1.790,,,331.41,1088,2014-11-18,2014-12-04,2014-11-18
Kepler-292 d,7.05566710,0.070100,2.570,,,140.85,879,2014-11-18,2014-12-04,2014-11-18
Kepler-292 e,11.97882200,0.099700,2.860,,,69.63,737,2014-11-18,2014-12-04,2014-11-18
Kepler-292 f,20.83429470,0.144200,2.940,,,33.29,613,2014-11-18,2014-12-04,2014-11-18
Kepler-293 b,19.25405306,0.142400,3.000,,,44.17,657,2014-11-18,2014-12-04,2014-11-18
Kepler-293 c,54.15610780,0.283800,3.810,,,11.12,466,2014-11-18,2014-12-04,2014-11-18
Kepler-294 b,3.70120482,0.047300,1.790,,,431.21,1162,2014-11-18,2014-12-04,2014-11-18
Kepler-294 c,6.62643626,0.069800,2.800,,,198.02,957,2014-11-18,2014-12-04,2014-11-18
Kepler-295 b,12.64504510,0.098700,1.450,,,71.28,741,2014-11-18,2014-12-04,2014-11-18
Kepler-295 c,21.52625690,0.140800,1.200,,,35.03,620,2014-11-18,2014-12-04,2014-11-18
Kepler-295 d,33.88489343,,,,,,,2014-11-18,2014-12-04,2014-11-18
Kepler-296 b,10.86443187,0.069600,35.380,,,3.87,358,2014-11-18,2014-12-04,2014-11-18
Kepler-296 c,5.84164124,0.046000,1.520,,,8.86,440,2014-11-18,2014-12-04,2014-11-18
Kepler-296 d,19.85028393,0.104000,1.650,,,1.73,293,2014-11-18,2014-12-04,2014-11-18
Kepler-296 e,34.14189000,0.149200,1.080,,,0.84,244,2014-11-18,2014-12-04,2014-11-18
Kepler-296 f,63.33666060,0.225300,1.230,,,0.37,199,2014-11-18,2014-12-04,2014-11-18
Kepler-297 b,38.86840425,0.228000,3.310,,,26.64,579,2014-11-18,2014-12-04,2014-11-18
Kepler-297 c,74.92771752,0.353200,7.540,,,11.10,466,2014-11-18,2014-12-04,2014-11-18
Kepler-297 d,150.01906090,0.561000,13.540,,,4.40,369,2014-11-18,2014-12-04,2014-11-18
Kepler-298 b,10.47548192,0.081900,2.210,,,24.29,566,2014-11-18,2014-12-04,2014-11-18
Kepler-298 c,22.92884482,0.138100,2.260,,,8.54,436,2014-11-18,2014-12-04,2014-11-18
Kepler-298 d,77.47407240,0.311000,2.890,,,1.68,291,2014-11-18,2014-12-04,2014-11-18
Kepler-299 b,2.92721559,0.040200,1.220,,,561.53,1241,2014-11-18,2014-12-04,2014-11-18
Kepler-299 c,6.88595559,0.071100,1.980,,,179.51,933,2014-11-18,2014-12-04,2014-11-18
Kepler-299 d,15.05486890,0.119700,1.730,,,63.33,719,2014-11-18,2014-12-04,2014-11-18
Kepler-299 e,38.28563380,0.223100,1.710,,,18.23,527,2014-11-18,2014-12-04,2014-11-18
Kepler-30 b,29.15986150,0.184700,1.910,,,17.85,524,2014-11-18,2014-12-04,2014-11-18
Kepler-30 c,60.32488611,0.299800,12.880,,,6.77,411,2014-11-18,2014-12-04,2014-11-18
Kepler-30 d,143.20635180,0.533600,9.360,,,2.14,308,2014-11-18,2014-12-04,2014-11-18
Kepler-300 b,10.44636649,0.092600,1.880,,,102.77,812,2014-11-18,2014-12-04,2014-11-18
Kepler-300 c,40.71511030,0.229300,2.150,,,16.76,516,2014-11-18,2014-12-04,2014-11-18
Kepler-301 b,2.50855410,0.035500,1.330,,,629.80,1278,2014-11-18,2014-12-04,2014-11-18
Kepler-301 c,5.41907559,0.059300,1.390,,,225.71,989,2014-11-18,2014-12-04,2014-11-18
Kepler-301 d,13.75134642,0.110300,1.960,,,65.24,725,2014-11-18,2014-12-04,2014-11-18
Kepler-302 b,30.18368540,0.187800,2.880,,,24.60,568,2014-11-18,2014-12-04,2014-11-18
Kepler-302 c,127.28240310,0.490200,9.320,,,3.61,352,2014-11-18,2014-12-04,2014-11-18
Kepler-303 b,1.93703207,0.024500,0.950,,,93.83,794,2014-11-18,2014-12-04,2014-11-18
Kepler-303 c,7.06117359,0.058000,1.150,,,16.74,516,2014-11-18,2014-12-04,2014-11-18
Kepler-304 b,3.29570364,0.040700,3.800,,,249.85,1014,2014-11-18,2014-12-04,2014-11-18
Kepler-304 c,5.31595347,0.056000,2.800,,,131.97,864,2014-11-18,2014-12-04,2014-11-18
Kepler-304 d,9.65347640,0.083300,3.250,,,59.64,709,2014-11-18,2014-12-04,2014-11-18
Kepler-304 e,1.49914695,0.024100,1.430,,,712.57,1318,2014-11-18,2014-12-04,2014-11-18
Kepler-305 b,5.48711079,0.055700,3.500,,,126.43,855,2014-11-18,2014-12-04,2014-11-18
Kepler-305 c,8.29087418,0.073300,3.340,,,73.01,745,2014-11-18,2014-12-04,2014-11-18
Kepler-305 d,16.73865956,0.117100,2.680,,,28.61,590,2014-11-18,2014-12-04,2014-11-18
Kepler-305 e,3.20539833,0.038900,1.830,,,259.22,1023,2014-11-18,2014-12-04,2014-11-18
Kepler-306 b,4.64621076,0.052100,1.820,,,177.15,930,2014-11-18,2014-12-04,2014-11-18
Kepler-306 c,7.24022850,0.070000,2.580,,,98.13,803,2014-11-18,2014-12-04,2014-11-18
Kepler-306 d,17.32668599,0.125300,2.570,,,30.63,600,2014-11-18,2014-12-04,2014-11-18
Kepler-306 e,44.84122140,0.236200,2.740,,,8.62,437,2014-11-18,2014-12-04,2014-11-18
Kepler-307 b,10.41572924,0.092800,3.430,,,126.30,855,2014-11-18,2014-12-04,2014-11-18
Kepler-307 c,13.08424096,0.108100,3.210,,,93.08,792,2014-11-18,2014-12-04,2014-11-18
Kepler-308 b,9.69502544,0.089000,2.230,,,114.06,833,2014-11-18,2014-12-04,2014-11-18
Kepler-308 c,15.38250060,0.121100,2.190,,,61.61,715,2014-11-18,2014-12-04,2014-11-18
Kepler-309 b,5.92365634,0.051200,1.030,,,18.58,529,2014-11-18,2014-12-04,2014-11-18
Kepler-309 c,105.35859640,0.349000,2.090,,,0.40,203,2014-11-18,2014-12-04,2014-11-18
Kepler-31 b,20.86021267,0.157100,5.280,,,87.82,781,2014-11-18,2014-12-04,2014-11-18
Kepler-31 c,42.63416177,0.253000,4.990,,,33.86,615,2014-11-18,2014-12-04,2014-11-18
Kepler-31 d,87.64753340,0.409000,4.060,,,12.96,484,2014-11-18,2014-12-04,2014-11-18
Kepler-310 b,13.93072278,0.109300,1.210,,,61.47,714,2014-11-18,2014-12-04,2014-11-18
Kepler-310 c,56.47616700,0.277800,3.330,,,9.52,448,2014-11-18,2014-12-04,2014-11-18
Kepler-310 d,92.87503470,0.387000,2.380,,,4.90,380,2014-11-18,2014-12-04,2014-11-18
Kepler-311 b,9.17613539,0.085000,1.570,,,175.04,928,2014-11-18,2014-12-04,2014-11-18
Kepler-311 c,19.73839130,0.141600,1.460,,,63.07,719,2014-11-18,2014-12-04,2014-11-18
Kepler-312 b,1.77244975,0.030500,0.980,,,1715.03,1641,2014-11-18,2014-12-04,2014-11-18
Kepler-312 c,19.74732846,0.152100,2.430,,,68.96,735,2014-11-18,2014-12-04,2014-11-18
Kepler-313 b,14.97020810,0.117500,1.910,,,89.93,785,2014-11-18,2014-12-04,2014-11-18
Kepler-313 c,32.27521180,0.196000,1.700,,,32.32,608,2014-11-18,2014-12-04,2014-11-18
Kepler-314 b,2.46106655,0.036000,0.810,,,520.99,1218,2014-11-18,2014-12-04,2014-11-18
Kepler-314 c,5.96040108,0.065000,2.870,,,159.81,907,2014-11-18,2014-12-04,2014-11-18
Kepler-315 b,96.10547100,0.385200,3.890,,,4.81,378,2014-11-18,2014-12-04,2014-11-18
Kepler-315 c,265.46762100,0.758400,3.640,,,1.24,269,2014-11-18,2014-12-04,2014-11-18
Kepler-316 b,2.24048639,0.027700,1.190,,,104.35,815,2014-11-18,2014-12-04,2014-11-18
Kepler-316 c,6.82778390,0.058200,1.320,,,23.64,562,2014-11-18,2014-12-04,2014-11-18
Kepler-317 b,5.52417517,0.060800,2.110,,,193.67,951,2014-11-18,2014-12-04,2014-11-18
Kepler-317 c,8.77508519,0.082700,1.850,,,104.68,816,2014-11-18,2014-12-04,2014-11-18
Kepler-318 b,4.66271906,0.056600,5.890,,,732.99,1327,2014-11-18,2014-12-04,2014-11-18
Kepler-318 c,11.81500130,0.105300,4.590,,,211.78,973,2014-11-18,2014-12-04,2014-11-18
Kepler-319 b,4.36274436,0.057800,3.240,,,1035.22,1447,2014-11-18,2014-12-04,2014-11-18
Kepler-319 c,6.94135962,0.078700,5.220,,,558.39,1240,2014-11-18,2014-12-04,2014-11-18
Kepler-319 d,31.78209253,0.217100,4.560,,,73.38,746,2014-11-18,2014-12-04,2014-11-18
Kepler-32 b,5.90128282,0.051400,2.090,,,16.34,513,2014-11-18,2014-12-04,2014-11-18
Kepler-32 c,8.75210645,0.066900,2.200,,,9.65,449,2014-11-18,2014-12-04,2014-11-18
Kepler-32 d,22.78076945,0.126500,2.290,,,2.70,327,2014-11-18,2014-12-04,2014-11-18
Kepler-32 e,2.89601379,0.032000,1.320,,,42.16,650,2014-11-18,2014-12-04,2014-11-18
